"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"30.05.2025","87,947","87,401","89,712","87,247","","0,57%"
"29.05.2025","87,451","90,227","90,243","87,366","","-3,05%"
"28.05.2025","90,203","90,911","91,102","89,762","","-0,78%"
"27.05.2025","90,915","90,831","91,240","90,423","","0,09%"
"26.05.2025","90,831","90,356","91,095","90,308","","0,53%"
"23.05.2025","90,352","89,877","90,995","89,861","","0,53%"
"22.05.2025","89,877","90,373","90,668","89,578","","-0,54%"
"21.05.2025","90,365","90,969","91,570","90,241","","-0,66%"
"20.05.2025","90,969","90,747","91,009","89,481","","0,20%"
"19.05.2025","90,791","90,481","90,860","89,818","","0,41%"
"16.05.2025","90,424","89,508","90,829","89,440","","1,02%"
"15.05.2025","89,512","89,835","90,311","89,276","","-0,34%"
"14.05.2025","89,819","89,312","90,714","89,284","","0,56%"
"13.05.2025","89,316","89,797","90,072","88,213","","-0,55%"
"12.05.2025","89,809","92,553","92,759","89,073","","-3,22%"
"09.05.2025","92,796","92,530","95,250","92,266","","0,29%"
"08.05.2025","92,530","91,106","93,694","91,106","","1,53%"
"07.05.2025","91,135","92,661","92,714","91,042","","-1,66%"
"06.05.2025","92,670","91,998","94,201","90,851","","0,73%"
"05.05.2025","91,998","93,528","93,973","91,295","","-1,58%"
"02.05.2025","93,474","92,599","94,178","91,901","","0,94%"
"01.05.2025","92,599","92,894","93,000","92,381","","-0,32%"
"30.04.2025","92,894","93,361","93,455","92,153","","-0,50%"
"29.04.2025","93,361","94,403","94,411","92,121","","-1,10%"
"28.04.2025","94,403","93,932","94,528","93,235","","0,53%"
"25.04.2025","93,903","94,761","94,806","93,571","","-0,91%"
"24.04.2025","94,761","93,915","95,088","93,250","","0,90%"
"23.04.2025","93,915","93,118","95,744","92,188","","0,87%"
"22.04.2025","93,106","93,279","93,974","92,792","","-0,15%"
"21.04.2025","93,247","93,507","94,665","92,651","","-0,29%"
"18.04.2025","93,520","93,408","93,597","91,633","","0,16%"
"17.04.2025","93,370","94,578","94,703","92,792","","-1,30%"
"16.04.2025","94,598","94,269","95,333","93,153","","0,37%"
"15.04.2025","94,248","93,361","94,650","92,712","","0,97%"
"14.04.2025","93,345","93,973","95,903","92,921","","-1,29%"
"11.04.2025","94,567","93,533","96,684","93,428","","1,15%"
"10.04.2025","93,490","94,347","96,534","91,703","","-0,90%"
"09.04.2025","94,338","94,079","96,424","94,006","","0,30%"
"08.04.2025","94,052","93,942","94,601","93,078","","0,13%"
"07.04.2025","93,933","92,071","95,602","91,961","","1,48%"
"04.04.2025","92,565","92,949","94,345","92,300","","-0,39%"
"03.04.2025","92,927","91,458","93,935","91,032","","1,62%"
"02.04.2025","91,449","91,205","92,043","90,564","","0,28%"
"01.04.2025","91,196","89,785","92,121","89,756","","1,58%"
"31.03.2025","89,776","91,933","93,658","89,702","","-2,39%"
"28.03.2025","91,970","91,273","92,826","89,916","","0,77%"
"27.03.2025","91,264","90,410","91,770","89,892","","0,96%"
"26.03.2025","90,393","91,319","91,378","90,165","","-1,01%"
"25.03.2025","91,314","90,598","91,700","90,113","","0,81%"
"24.03.2025","90,580","91,332","91,687","90,291","","-0,87%"
"21.03.2025","91,373","92,165","92,224","89,684","","-0,84%"
"20.03.2025","92,147","91,585","93,047","90,894","","0,64%"
"19.03.2025","91,563","89,475","91,837","89,365","","2,36%"
"18.03.2025","89,454","91,152","91,783","88,710","","-1,84%"
"17.03.2025","91,131","92,998","93,459","90,829","","-2,02%"
"14.03.2025","93,011","93,603","94,425","92,746","","-0,62%"
"13.03.2025","93,594","94,889","94,976","90,549","","-1,34%"
"12.03.2025","94,867","93,498","95,266","93,169","","1,48%"
"11.03.2025","93,480","94,933","96,516","92,901","","-1,51%"
"10.03.2025","94,910","97,515","97,848","94,649","","-2,64%"
"07.03.2025","97,483","95,978","99,291","94,286","","1,58%"
"06.03.2025","95,964","97,546","97,817","95,809","","-1,59%"
"05.03.2025","97,519","95,373","97,605","94,670","","2,28%"
"04.03.2025","95,346","94,073","95,386","93,339","","1,37%"
"03.03.2025","94,055","92,789","94,332","92,256","","1,44%"
"28.02.2025","92,722","91,199","93,192","90,862","","1,69%"
"27.02.2025","91,177","91,032","92,487","90,339","","0,18%"
"26.02.2025","91,014","91,047","91,418","89,631","","-0,03%"
"25.02.2025","91,038","91,857","92,177","90,260","","-0,87%"
"24.02.2025","91,834","92,863","93,887","91,791","","-0,77%"
"21.02.2025","92,549","93,118","93,700","91,381","","-0,60%"
"20.02.2025","93,104","93,403","93,555","91,781","","-0,31%"
"19.02.2025","93,394","95,638","95,767","91,497","","-2,33%"
"18.02.2025","95,619","95,933","96,624","95,033","","-0,30%"
"17.02.2025","95,906","95,581","96,743","95,170","","0,33%"
"14.02.2025","95,594","93,657","96,853","93,532","","2,08%"
"13.02.2025","93,648","97,638","98,117","92,823","","-4,04%"
"12.02.2025","97,586","99,984","100,056","96,484","","-2,38%"
"11.02.2025","99,969","99,591","100,207","98,762","","0,39%"
"10.02.2025","99,577","100,143","101,110","99,572","","-0,59%"
"07.02.2025","100,167","100,460","101,762","100,026","","-0,26%"
"06.02.2025","100,432","101,940","101,979","99,948","","-1,47%"
"05.02.2025","101,935","104,496","104,597","101,382","","-2,45%"
"04.02.2025","104,492","103,186","104,607","101,990","","1,27%"
"03.02.2025","103,177","101,414","103,241","100,655","","1,02%"
"31.01.2025","102,139","102,346","102,863","101,173","","-0,19%"
"30.01.2025","102,337","103,423","103,513","101,462","","-1,04%"
"29.01.2025","103,414","102,219","104,070","101,745","","1,20%"
"28.01.2025","102,190","102,171","103,002","101,225","","0,04%"
"27.01.2025","102,151","102,553","103,182","101,527","","-0,45%"
"24.01.2025","102,617","104,035","104,414","102,500","","-1,34%"
"23.01.2025","104,015","103,304","104,385","102,406","","0,71%"
"22.01.2025","103,285","103,774","103,818","100,286","","-0,46%"
"21.01.2025","103,764","105,207","105,817","102,778","","-1,34%"
"20.01.2025","105,177","105,329","106,298","104,658","","-0,09%"
"17.01.2025","105,273","105,524","106,409","104,342","","-0,22%"
"16.01.2025","105,503","105,457","106,723","105,088","","0,04%"
"15.01.2025","105,458","105,873","106,538","105,142","","-0,37%"
"14.01.2025","105,853","105,267","106,398","103,821","","0,57%"
"13.01.2025","105,253","104,202","105,293","103,662","","0,98%"
"10.01.2025","104,228","105,328","105,868","104,141","","-1,01%"
"09.01.2025","105,292","107,834","107,865","104,653","","-2,34%"
"08.01.2025","107,818","110,896","111,063","107,368","","-2,76%"
"07.01.2025","110,881","111,703","111,741","110,518","","-0,72%"
"06.01.2025","111,688","113,848","114,025","110,009","","-1,94%"
"03.01.2025","113,899","113,936","115,394","113,517","","-0,02%"
"02.01.2025","113,926","117,512","118,818","113,492","","-3,06%"
"01.01.2025","117,525","117,512","117,586","117,473","","0,02%"
"31.12.2024","117,502","114,997","117,643","109,273","","2,18%"
"30.12.2024","114,993","110,329","115,318","108,128","","4,29%"
"27.12.2024","110,261","104,240","111,430","103,763","","5,80%"
"26.12.2024","104,220","103,510","104,342","102,829","","0,68%"
"25.12.2024","103,520","103,980","104,324","103,500","","-0,43%"
"24.12.2024","103,965","105,325","105,385","103,420","","-1,29%"
"23.12.2024","105,320","107,378","107,599","103,770","","-1,95%"
"20.12.2024","107,414","107,257","108,389","106,000","","0,16%"
"19.12.2024","107,242","108,370","108,773","105,540","","-1,03%"
"18.12.2024","108,355","109,746","110,443","107,354","","-1,24%"
"17.12.2024","109,710","108,899","110,113","106,587","","0,76%"
"16.12.2024","108,879","109,694","109,971","107,228","","-0,79%"
"13.12.2024","109,741","109,914","110,056","106,666","","-0,14%"
"12.12.2024","109,899","110,728","111,639","108,109","","-0,72%"
"11.12.2024","110,696","108,486","114,296","106,799","","2,06%"
"10.12.2024","108,466","105,545","108,527","105,049","","2,80%"
"09.12.2024","105,515","106,216","106,608","104,317","","-0,70%"
"06.12.2024","106,257","106,924","107,855","104,253","","-0,61%"
"05.12.2024","106,914","110,366","110,675","103,046","","-3,11%"
"04.12.2024","110,350","110,355","111,353","108,248","","0,01%"
"03.12.2024","110,340","111,804","113,131","109,200","","-1,30%"
"02.12.2024","111,788","112,645","114,139","110,432","","-0,74%"
"29.11.2024","112,619","113,994","116,490","110,227","","-1,18%"
"28.11.2024","113,968","119,560","119,605","111,497","","-4,65%"
"27.11.2024","119,527","110,648","120,637","108,299","","8,04%"
"26.11.2024","110,633","109,138","113,369","107,333","","1,37%"
"25.11.2024","109,133","109,254","109,654","107,065","","0,37%"
"22.11.2024","108,728","106,107","108,790","105,012","","2,49%"
"21.11.2024","106,087","106,043","106,770","105,440","","0,03%"
"20.11.2024","106,058","106,549","106,715","105,533","","-0,47%"
"19.11.2024","106,554","105,730","107,084","105,251","","0,81%"
"18.11.2024","105,700","105,350","106,012","104,992","","0,28%"
"15.11.2024","105,405","104,789","106,075","104,425","","0,60%"
"14.11.2024","104,773","104,055","106,105","102,843","","0,70%"
"13.11.2024","104,041","104,371","104,942","103,727","","-0,31%"
"12.11.2024","104,366","102,269","104,489","102,120","","2,05%"
"11.11.2024","102,274","104,564","105,170","101,669","","-2,23%"
"08.11.2024","104,603","105,894","105,902","104,197","","-1,20%"
"07.11.2024","105,874","104,313","106,031","104,004","","1,51%"
"06.11.2024","104,298","106,905","107,884","102,879","","-2,43%"
"05.11.2024","106,891","106,991","107,489","106,013","","-0,08%"
"04.11.2024","106,975","106,555","107,940","106,118","","0,77%"
"01.11.2024","106,159","105,973","106,744","105,378","","0,18%"
"31.10.2024","105,968","105,205","105,993","105,084","","0,74%"
"30.10.2024","105,185","105,480","106,046","104,729","","-0,27%"
"29.10.2024","105,471","105,054","105,855","103,120","","0,41%"
"28.10.2024","105,039","105,001","105,953","104,214","","0,08%"
"25.10.2024","104,957","104,210","105,493","104,104","","0,72%"
"24.10.2024","104,205","103,517","104,829","103,150","","0,69%"
"23.10.2024","103,493","103,400","104,514","103,324","","0,11%"
"22.10.2024","103,376","104,694","105,116","103,338","","-1,25%"
"21.10.2024","104,684","105,080","105,934","103,879","","-0,37%"
"18.10.2024","105,074","104,795","105,443","103,427","","0,32%"
"17.10.2024","104,736","105,090","105,772","104,596","","-0,28%"
"16.10.2024","105,026","105,370","106,396","105,008","","-0,27%"
"15.10.2024","105,306","104,290","108,101","102,512","","0,98%"
"14.10.2024","104,285","104,738","105,343","104,094","","-0,46%"
"11.10.2024","104,771","105,613","106,357","104,225","","-0,81%"
"10.10.2024","105,627","106,108","106,726","105,289","","-0,45%"
"09.10.2024","106,103","106,236","109,854","105,570","","-0,12%"
"08.10.2024","106,227","105,589","106,246","105,443","","0,63%"
"07.10.2024","105,565","104,272","105,991","104,153","","1,24%"
"04.10.2024","104,267","104,528","105,307","104,182","","-0,23%"
"03.10.2024","104,504","105,645","105,693","104,163","","-1,08%"
"02.10.2024","105,641","106,082","107,273","103,710","","-0,42%"
"01.10.2024","106,082","103,555","106,178","103,263","","2,45%"
"30.09.2024","103,541","105,257","105,403","102,672","","-1,66%"
"27.09.2024","105,290","103,514","105,342","102,913","","1,73%"
"26.09.2024","103,504","102,980","103,648","102,127","","0,52%"
"25.09.2024","102,966","103,746","104,167","101,817","","-0,75%"
"24.09.2024","103,745","101,652","104,219","101,560","","2,07%"
"23.09.2024","101,642","103,086","103,997","101,624","","-1,39%"
"20.09.2024","103,076","102,886","103,946","102,835","","0,20%"
"19.09.2024","102,871","104,097","104,602","101,964","","-1,17%"
"18.09.2024","104,087","101,698","104,762","101,189","","2,37%"
"17.09.2024","101,679","101,756","101,919","100,534","","-0,06%"
"16.09.2024","101,742","99,702","101,760","99,666","","2,07%"
"13.09.2024","99,679","98,776","101,583","98,749","","0,92%"
"12.09.2024","98,775","100,842","100,929","98,495","","-2,04%"
"11.09.2024","100,828","100,273","101,886","99,962","","0,56%"
"10.09.2024","100,268","99,922","101,186","99,365","","0,36%"
"09.09.2024","99,908","100,121","100,882","99,304","","-0,22%"
"06.09.2024","100,130","98,046","100,604","98,024","","2,13%"
"05.09.2024","98,041","96,965","100,610","96,903","","1,11%"
"04.09.2024","96,964","96,957","99,466","96,433","","0,02%"
"03.09.2024","96,948","99,400","99,687","96,036","","-2,48%"
"02.09.2024","99,413","100,141","101,507","98,505","","-0,72%"
"30.08.2024","100,136","101,904","102,291","100,047","","-1,73%"
"29.08.2024","101,903","101,739","102,623","101,096","","0,16%"
"28.08.2024","101,743","102,334","102,599","101,462","","-0,57%"
"27.08.2024","102,329","102,681","103,124","101,481","","-0,34%"
"26.08.2024","102,676","102,370","103,261","101,927","","0,29%"
"23.08.2024","102,383","101,468","102,485","101,296","","0,92%"
"22.08.2024","101,453","102,022","102,680","101,011","","-0,54%"
"21.08.2024","102,008","101,432","102,670","101,053","","0,56%"
"20.08.2024","101,445","99,576","101,887","98,719","","1,89%"
"19.08.2024","99,566","98,610","99,585","98,258","","0,94%"
"16.08.2024","98,641","97,518","99,970","96,380","","1,17%"
"15.08.2024","97,500","98,888","99,627","97,045","","-1,40%"
"14.08.2024","98,883","99,482","102,333","96,996","","-0,59%"
"13.08.2024","99,473","99,477","105,303","99,105","","0,01%"
"12.08.2024","99,467","96,707","100,214","96,592","","2,85%"
"09.08.2024","96,711","94,674","97,235","94,609","","2,17%"
"08.08.2024","94,659","93,683","95,254","93,662","","1,06%"
"07.08.2024","93,670","93,656","94,196","92,589","","0,03%"
"06.08.2024","93,638","92,964","93,738","92,386","","0,74%"
"05.08.2024","92,950","93,387","94,947","92,473","","-0,35%"
"02.08.2024","93,276","92,246","93,405","92,186","","1,10%"
"01.08.2024","92,258","93,281","93,363","91,892","","-1,07%"
"31.07.2024","93,257","92,743","93,713","91,857","","0,56%"
"30.07.2024","92,734","93,493","93,877","92,683","","-0,79%"
"29.07.2024","93,471","93,539","94,247","92,310","","0,01%"
"26.07.2024","93,465","92,200","94,877","92,165","","1,41%"
"25.07.2024","92,169","93,485","94,372","92,011","","-1,41%"
"24.07.2024","93,485","95,352","95,399","93,451","","-1,93%"
"23.07.2024","95,321","95,686","96,070","93,478","","-0,36%"
"22.07.2024","95,664","95,426","96,412","95,079","","0,29%"
"19.07.2024","95,386","96,321","96,378","94,771","","-0,96%"
"18.07.2024","96,307","96,801","96,832","95,675","","-0,50%"
"17.07.2024","96,787","96,347","96,933","95,774","","0,48%"
"16.07.2024","96,325","96,257","96,933","95,251","","0,08%"
"15.07.2024","96,244","95,678","96,738","94,919","","0,43%"
"12.07.2024","95,832","94,547","96,061","94,512","","1,36%"
"11.07.2024","94,547","95,688","96,147","94,473","","-1,18%"
"10.07.2024","95,678","93,537","96,338","93,532","","2,31%"
"09.07.2024","93,519","93,806","95,792","93,528","","-0,24%"
"08.07.2024","93,741","95,115","97,497","93,746","","-1,69%"
"05.07.2024","95,352","96,227","99,108","94,841","","-0,89%"
"04.07.2024","96,213","94,768","96,249","93,832","","1,55%"
"03.07.2024","94,741","94,377","95,708","93,134","","0,38%"
"02.07.2024","94,381","93,178","95,211","92,615","","1,32%"
"01.07.2024","93,147","92,006","94,238","91,299","","1,40%"
"28.06.2024","91,859","90,976","94,441","90,779","","0,99%"
"27.06.2024","90,962","94,251","96,179","87,745","","-3,48%"
"26.06.2024","94,237","94,547","96,456","90,387","","-0,32%"
"25.06.2024","94,537","94,459","96,676","89,924","","0,11%"
"24.06.2024","94,437","95,203","98,957","90,475","","-0,83%"
"21.06.2024","95,225","93,375","101,905","89,571","","2,01%"
"20.06.2024","93,353","89,712","96,680","88,176","","4,05%"
"19.06.2024","89,720","91,693","95,005","87,310","","-2,13%"
"18.06.2024","91,671","95,242","97,564","90,392","","-3,74%"
"17.06.2024","95,233","95,907","98,909","92,619","","-0,68%"
"14.06.2024","95,885","94,351","102,557","92,944","","1,65%"
"13.06.2024","94,329","96,200","100,219","91,975","","-1,92%"
"12.06.2024","96,177","95,872","97,339","95,458","","0,35%"
"11.06.2024","95,841","95,674","96,155","92,961","","0,20%"
"10.06.2024","95,651","96,147","97,072","93,734","","-0,08%"
"07.06.2024","95,724","97,278","97,492","95,774","","-1,56%"
"06.06.2024","97,241","96,788","97,414","96,088","","0,49%"
"05.06.2024","96,766","96,664","97,228","95,883","","0,48%"
"04.06.2024","96,306","97,396","97,703","96,059","","-1,10%"
"03.06.2024","97,377","98,071","98,256","96,188","","-0,61%"
"31.05.2024","97,976","97,930","99,015","95,794","","0,06%"
"30.05.2024","97,916","96,759","98,057","96,149","","1,22%"
"29.05.2024","96,736","96,166","97,841","95,701","","0,62%"
"28.05.2024","96,143","96,591","97,412","95,405","","-0,45%"
"27.05.2024","96,577","97,247","97,667","94,752","","-0,61%"
"24.05.2024","97,166","99,088","99,993","95,139","","-1,92%"
"23.05.2024","99,069","97,623","100,291","95,535","","1,50%"
"22.05.2024","97,601","97,930","99,352","96,780","","-0,31%"
"21.05.2024","97,907","98,456","98,822","97,531","","-0,52%"
"20.05.2024","98,415","98,881","99,831","96,333","","-0,50%"
"17.05.2024","98,912","98,745","99,232","98,243","","0,18%"
"16.05.2024","98,731","99,115","99,369","97,740","","-0,02%"
"15.05.2024","98,750","98,804","99,333","98,347","","-0,04%"
"14.05.2024","98,790","98,818","99,264","97,178","","-0,02%"
"13.05.2024","98,813","99,843","100,300","97,765","","-0,99%"
"10.05.2024","99,797","99,787","100,442","98,059","","0,02%"
"09.05.2024","99,773","98,471","99,989","98,471","","1,34%"
"08.05.2024","98,457","98,345","99,299","97,978","","0,13%"
"07.05.2024","98,331","98,333","98,999","97,764","","0,27%"
"06.05.2024","98,067","98,445","99,927","96,710","","0,31%"
"03.05.2024","97,768","97,750","101,380","97,157","","0,04%"
"02.05.2024","97,727","100,496","101,388","96,736","","-2,17%"
"01.05.2024","99,897","99,669","101,017","99,053","","0,25%"
"30.04.2024","99,650","100,082","100,568","98,907","","-0,38%"
"29.04.2024","100,030","98,266","100,486","97,879","","1,83%"
"26.04.2024","98,233","98,970","99,925","97,388","","-0,71%"
"25.04.2024","98,938","98,752","99,350","98,181","","0,21%"
"24.04.2024","98,729","99,733","100,618","98,040","","-0,98%"
"23.04.2024","99,710","99,896","101,257","97,646","","0,19%"
"22.04.2024","99,524","99,127","100,518","97,278","","0,42%"
"19.04.2024","99,104","100,310","101,118","98,177","","-0,72%"
"18.04.2024","99,826","100,406","102,109","99,753","","-0,55%"
"17.04.2024","100,383","99,983","101,057","99,444","","0,43%"
"16.04.2024","99,954","99,334","100,721","98,726","","0,65%"
"15.04.2024","99,311","99,243","100,183","99,131","","0,03%"
"12.04.2024","99,285","100,097","101,084","99,117","","-0,31%"
"11.04.2024","99,591","100,242","102,048","99,265","","-0,61%"
"10.04.2024","100,199","100,862","101,581","100,119","","-0,63%"
"09.04.2024","100,838","100,581","102,057","99,416","","0,28%"
"08.04.2024","100,558","100,311","100,876","99,343","","0,32%"
"05.04.2024","100,232","99,962","100,721","98,927","","0,28%"
"04.04.2024","99,948","99,989","102,583","98,499","","-0,05%"
"03.04.2024","100,002","99,614","100,470","98,739","","0,43%"
"02.04.2024","99,572","99,154","100,301","98,707","","0,44%"
"01.04.2024","99,139","99,870","99,976","98,734","","-0,75%"
"29.03.2024","99,893","99,888","100,086","99,299","","0,31%"
"28.03.2024","99,589","100,100","100,555","98,992","","-0,49%"
"27.03.2024","100,081","100,164","100,723","99,351","","-0,06%"
"26.03.2024","100,146","100,680","100,992","99,180","","-0,51%"
"25.03.2024","100,662","99,569","101,227","99,477","","1,13%"
"22.03.2024","99,536","99,776","101,659","99,010","","-0,24%"
"21.03.2024","99,771","100,737","101,194","99,548","","-0,96%"
"20.03.2024","100,741","100,464","100,836","99,930","","0,52%"
"19.03.2024","100,222","99,727","101,007","99,072","","0,82%"
"18.03.2024","99,407","100,787","101,766","99,478","","-1,31%"
"15.03.2024","100,727","99,607","101,273","99,411","","1,15%"
"14.03.2024","99,584","100,005","100,718","99,457","","-0,40%"
"13.03.2024","99,987","100,219","101,030","98,966","","-0,19%"
"12.03.2024","100,176","99,418","100,539","99,003","","0,76%"
"11.03.2024","99,422","99,535","101,293","97,201","","0,05%"
"08.03.2024","99,374","99,244","100,247","98,750","","0,15%"
"07.03.2024","99,221","98,896","99,585","98,428","","0,33%"
"06.03.2024","98,891","98,790","99,702","97,470","","0,14%"
"05.03.2024","98,748","99,291","99,428","97,986","","-0,26%"
"04.03.2024","99,008","99,427","99,684","98,664","","-0,37%"
"01.03.2024","99,372","98,852","100,214","97,802","","0,54%"
"29.02.2024","98,843","99,204","99,754","97,639","","-0,36%"
"28.02.2024","99,199","99,792","100,051","98,561","","-0,59%"
"27.02.2024","99,787","100,495","100,801","99,230","","-0,72%"
"26.02.2024","100,513","101,358","102,028","99,339","","-0,76%"
"23.02.2024","101,279","100,717","104,155","99,349","","0,57%"
"22.02.2024","100,703","99,507","102,891","99,027","","1,20%"
"21.02.2024","99,511","99,813","100,883","98,432","","0,01%"
"20.02.2024","99,502","99,544","100,255","97,981","","-0,02%"
"19.02.2024","99,521","99,144","100,240","98,091","","0,41%"
"16.02.2024","99,116","99,380","101,000","98,735","","-0,27%"
"15.02.2024","99,385","98,313","99,937","95,992","","1,10%"
"14.02.2024","98,308","97,992","98,800","97,348","","0,35%"
"13.02.2024","97,964","98,277","98,709","95,425","","-0,29%"
"12.02.2024","98,244","98,107","98,528","97,820","","0,14%"
"09.02.2024","98,111","98,277","99,546","95,826","","-0,14%"
"08.02.2024","98,245","98,672","99,202","97,686","","-0,42%"
"07.02.2024","98,658","97,360","99,139","97,232","","1,35%"
"06.02.2024","97,340","97,278","98,528","95,940","","0,09%"
"05.02.2024","97,255","98,134","98,625","96,807","","-0,89%"
"02.02.2024","98,130","98,309","99,269","97,346","","-0,15%"
"01.02.2024","98,282","97,272","98,603","96,681","","1,02%"
"31.01.2024","97,285","97,144","98,021","96,130","","0,16%"
"30.01.2024","97,130","96,712","97,753","95,589","","0,44%"
"29.01.2024","96,707","97,356","98,150","94,884","","-0,70%"
"26.01.2024","97,392","96,530","98,024","96,104","","0,87%"
"25.01.2024","96,552","96,604","97,449","95,965","","-0,03%"
"24.01.2024","96,582","96,468","96,971","95,615","","0,19%"
"23.01.2024","96,396","95,770","96,652","95,339","","0,68%"
"22.01.2024","95,748","96,036","96,580","95,183","","-0,35%"
"19.01.2024","96,079","97,254","97,572","94,863","","-1,19%"
"18.01.2024","97,236","96,442","98,213","95,968","","0,84%"
"17.01.2024","96,428","95,800","97,075","94,774","","0,66%"
"16.01.2024","95,795","96,059","96,700","94,575","","-0,25%"
"15.01.2024","96,036","96,735","97,164","95,352","","-0,28%"
"12.01.2024","96,303","97,116","97,769","96,281","","-0,80%"
"11.01.2024","97,080","98,079","98,363","96,305","","-1,00%"
"10.01.2024","98,057","97,987","98,638","97,311","","0,10%"
"09.01.2024","97,960","99,556","100,484","97,488","","-1,57%"
"08.01.2024","99,524","99,526","100,273","98,122","","0,05%"
"05.01.2024","99,476","100,001","100,802","98,807","","-0,48%"
"04.01.2024","99,959","100,478","101,373","99,528","","-0,51%"
"03.01.2024","100,468","99,006","101,501","98,488","","1,57%"
"02.01.2024","98,920","98,572","100,493","98,318","","0,36%"
"01.01.2024","98,563","98,568","98,599","98,496","","0,07%"
"29.12.2023","98,491","97,890","100,996","97,838","","0,64%"
"28.12.2023","97,867","101,768","102,320","97,643","","-3,79%"
"27.12.2023","101,726","101,195","102,740","100,446","","0,54%"
"26.12.2023","101,175","101,284","101,463","100,721","","-0,07%"
"25.12.2023","101,245","101,494","101,787","98,522","","-0,18%"
"22.12.2023","101,425","102,255","102,805","99,566","","-0,79%"
"21.12.2023","102,232","99,149","102,386","98,521","","3,12%"
"20.12.2023","99,140","99,346","100,354","97,993","","-0,20%"
"19.12.2023","99,337","98,890","99,788","97,921","","0,48%"
"18.12.2023","98,867","98,836","100,001","97,987","","0,12%"
"15.12.2023","98,749","98,424","100,818","95,326","","0,36%"
"14.12.2023","98,392","97,159","99,323","96,330","","1,28%"
"13.12.2023","97,145","97,412","97,961","95,610","","-0,26%"
"12.12.2023","97,398","97,929","98,464","96,576","","-0,04%"
"11.12.2023","97,435","99,172","99,287","96,512","","-1,74%"
"08.12.2023","99,158","99,773","99,853","97,591","","-0,58%"
"07.12.2023","99,740","100,045","100,719","98,916","","0,03%"
"06.12.2023","99,710","97,393","100,932","95,955","","2,40%"
"05.12.2023","97,374","99,149","100,475","96,944","","-1,79%"
"04.12.2023","99,145","99,317","99,493","97,873","","-0,12%"
"01.12.2023","99,266","97,965","99,376","96,622","","1,36%"
"30.11.2023","97,933","97,313","98,775","96,034","","0,67%"
"29.11.2023","97,281","97,691","98,717","96,626","","-0,40%"
"28.11.2023","97,669","97,573","98,743","96,402","","0,11%"
"27.11.2023","97,559","97,667","97,899","96,240","","-0,12%"
"24.11.2023","97,680","96,591","98,585","95,954","","1,14%"
"23.11.2023","96,577","96,250","97,942","95,143","","0,35%"
"22.11.2023","96,236","96,284","96,666","95,400","","-0,03%"
"21.11.2023","96,262","96,874","97,492","95,055","","-0,61%"
"20.11.2023","96,851","97,920","98,548","94,650","","-1,03%"
"17.11.2023","97,861","96,963","98,696","95,576","","0,95%"
"16.11.2023","96,940","97,026","97,624","95,634","","-0,07%"
"15.11.2023","97,013","98,482","99,592","95,717","","-1,49%"
"14.11.2023","98,477","98,340","98,739","97,029","","0,17%"
"13.11.2023","98,308","98,587","99,029","97,504","","-0,25%"
"10.11.2023","98,554","97,794","98,837","97,310","","0,80%"
"09.11.2023","97,776","98,344","99,280","97,701","","-0,57%"
"08.11.2023","98,339","98,538","99,048","97,595","","-0,20%"
"07.11.2023","98,533","99,293","99,845","97,515","","-0,76%"
"06.11.2023","99,288","99,619","100,015","98,526","","-0,33%"
"03.11.2023","99,614","99,086","100,074","97,743","","0,57%"
"02.11.2023","99,053","97,869","99,993","97,457","","1,22%"
"01.11.2023","97,855","98,973","99,251","96,820","","-1,14%"
"31.10.2023","98,987","98,251","99,759","97,116","","0,78%"
"30.10.2023","98,218","99,532","99,910","97,818","","-1,30%"
"27.10.2023","99,508","98,876","101,228","96,664","","0,63%"
"26.10.2023","98,890","99,358","99,612","97,683","","-0,40%"
"25.10.2023","99,287","98,999","99,825","98,050","","0,32%"
"24.10.2023","98,967","100,822","101,193","98,210","","-1,83%"
"23.10.2023","100,808","101,120","101,630","99,122","","-0,29%"
"20.10.2023","101,105","101,793","102,900","100,597","","-0,28%"
"19.10.2023","101,387","103,359","103,938","101,163","","-1,90%"
"18.10.2023","103,354","103,661","104,077","102,027","","-0,29%"
"17.10.2023","103,657","102,886","103,857","102,141","","0,78%"
"16.10.2023","102,857","102,653","103,506","101,855","","0,18%"
"13.10.2023","102,668","102,880","103,670","101,144","","-0,19%"
"12.10.2023","102,861","106,751","106,822","101,203","","-3,62%"
"11.10.2023","106,721","106,368","107,322","103,727","","0,36%"
"10.10.2023","106,343","105,142","107,041","103,414","","1,14%"
"09.10.2023","105,142","106,686","109,001","103,477","","-1,66%"
"06.10.2023","106,914","105,632","108,711","102,267","","1,21%"
"05.10.2023","105,632","104,880","106,107","103,441","","0,76%"
"04.10.2023","104,840","104,805","106,215","102,764","","0,06%"
"03.10.2023","104,775","103,518","105,396","102,346","","1,21%"
"02.10.2023","103,523","103,567","105,193","102,163","","-0,08%"
"29.09.2023","103,606","101,698","104,462","100,815","","1,95%"
"28.09.2023","101,626","101,953","103,273","100,772","","-0,32%"
"27.09.2023","101,948","102,126","103,174","99,547","","-0,17%"
"26.09.2023","102,126","100,543","104,027","100,345","","1,61%"
"25.09.2023","100,504","102,608","103,268","100,419","","-2,04%"
"22.09.2023","102,598","101,483","103,227","100,849","","1,10%"
"21.09.2023","101,483","102,363","103,609","100,536","","-0,85%"
"20.09.2023","102,348","102,547","104,424","101,735","","-0,17%"
