TRADEDATE,MCFTR,RUGBITR3Y,RUGBITR10Y,GLDRUB_TOM
2020-10-31,0.12854448855842163,0.4916932582299224,0.16656888194010605,0.21319337127155003
2020-11-30,0.14829633969949846,0.4885877801792095,0.1679772049912593,0.19513867513003277
2020-12-31,0.1540400636882635,0.48483007491179037,0.1653819958287905,0.1957478655711555
2021-01-31,0.15395749271948028,0.4858583347375867,0.16311408255743315,0.19707008998549996
2021-02-28,0.15929419828932817,0.4904806806151794,0.16087186057674754,0.18935326051874482
2021-03-31,0.16867431588204132,0.48898249675413985,0.1597077456594896,0.18263544170432924
2021-04-30,0.16833110201959597,0.4835041687324146,0.1597582656442604,0.18840646360372904
2021-05-31,0.1769780581239566,0.47172579004164644,0.15544071311627533,0.19585543871812158
2021-06-30,0.18591758419155005,0.4742035712951868,0.15744425583918714,0.18243458867407591
2021-07-31,0.18309963579329944,0.4705849369352037,0.158769885555416,0.18754554171608084
2021-08-31,0.18872007377748978,0.469053842543386,0.15710271019080152,0.18512337348832258
2021-09-30,0.1990113487399816,0.4696886592712007,0.15546520922712923,0.1758347827616884
2021-10-31,0.2041570632161845,0.4672131522778294,0.14993002295540583,0.1786997615505803
2021-11-30,0.19214789623320783,0.4699152947856233,0.1493194384400689,0.18861737054109998
2021-12-31,0.18800718288905396,0.4739184416810972,0.1495458061803686,0.18852856924948022
2022-01-31,0.17796144741025877,0.4761100666940218,0.14411068674295388,0.20181779915276557
2022-02-28,0.13564914118737298,0.4823200093532907,0.124734498661464,0.2572963507978723
2022-03-31,0.14412452945496387,0.48134402068875504,0.13503434424521168,0.23949710561106938
2022-04-30,0.13263207657700155,0.5148387594370997,0.15200094570186784,0.200528218284031
2022-05-31,0.1309651692524676,0.532009940461699,0.16149180423102188,0.17553308605481147
2022-06-30,0.12378694487590645,0.5534959368291733,0.17263801319202282,0.15007910510289743
2022-07-31,0.12156729114056826,0.5492392790703119,0.1681916623785555,0.1610017674105644
2022-08-31,0.1310687041619466,0.5461090817483047,0.16603514409581632,0.15678706999393235
2022-09-30,0.11371943775475013,0.5699221088314506,0.1598445533717953,0.15651390004200405
2022-10-31,0.12527786361559398,0.5562415568521532,0.16087908532203846,0.15760149421021435
2022-11-30,0.12406732047768283,0.5546052686356577,0.15936269624297095,0.16196471464368847
2022-12-31,0.12238886542442998,0.5380742273750471,0.15426162690168135,0.18527528029884158
2023-01-31,0.1244779440374002,0.5326221169157175,0.1515027461870227,0.1913971928598597
2023-02-28,0.1257072064937646,0.530892911741539,0.14993102328527175,0.19346885847942472
2023-03-31,0.13128233141986698,0.5136008921569626,0.1453880731271501,0.2097287032960202
2023-04-30,0.13725727458974737,0.5045090268113154,0.14225161134023115,0.21598208725870616
2023-05-31,0.14365861475061134,0.5031056893601633,0.14283989257687707,0.21039580331234828
2023-06-30,0.14782251906822907,0.4961768272238415,0.13990874772519046,0.2160919059827389
2023-07-31,0.15636232526746044,0.48440471658491435,0.13604223564460866,0.22319072250301658
2023-08-31,0.1646752787324062,0.46886846557157336,0.1315867172330839,0.23486953846293654
2023-09-30,0.1643960854140002,0.47184771426830907,0.130936440597354,0.23281975972033692
2023-10-31,0.1679468702410136,0.4716461088838274,0.12824107788061867,0.2321659429945403
2023-11-30,0.16371730497647863,0.4795730133580178,0.13310900235856196,0.22360067930694158
2023-12-31,0.16245649670800655,0.4738955707605783,0.13295078276187922,0.23069714976953587
2024-01-31,0.1676725736925066,0.4743314558317933,0.13267082985945441,0.22532514061624562
2024-02-29,0.16895276574596024,0.47160543901583457,0.12957781678972818,0.22986397844847709
2024-03-31,0.1685880478649226,0.4595332426314131,0.12153092071888782,0.25034778878477654
2024-04-30,0.1724930414719789,0.4524558692340837,0.11855502722317303,0.2564960620707643
2024-05-31,0.16746708398240415,0.461385871614305,0.11482987208537596,0.25631717231791495
2024-06-30,0.16685469190956548,0.46625199472200457,0.11632667238321777,0.25056664098521214
2024-07-31,0.1605889298791455,0.46721275839820886,0.11332532862519155,0.2588729830974541
2024-08-31,0.143120421977654,0.46368639017896907,0.11242372625700577,0.2807694615863711
2024-09-30,0.1501267066124022,0.44777612199770817,0.10940412706296652,0.29269304432692295
2024-10-31,0.13559782107527732,0.4399694068512752,0.10360143317522487,0.3208313388982225
2024-11-30,0.13387363288901674,0.43379014720266457,0.10585096545296364,0.326485254455355
2024-12-31,0.14182320508986976,0.4533313628381552,0.1106014125971368,0.29424401947483814
2025-01-31,0.14766276550435667,0.45025300017096553,0.1028637403676877,0.29922049395699013
2025-02-28,0.15911632623379215,0.45290808769778307,0.10935652113229205,0.2786190649361326
2025-03-31,0.14963567244162984,0.46297618408736857,0.11189761435278031,0.27549052911822114
2025-04-30,0.1433488472930751,0.4574954021151,0.10980071831298575,0.2893550322788391
2025-05-31,0.1393681443292824,0.47106355951077583,0.11256631906720796,0.2770019770927338
2025-06-30,0.13738963397076562,0.4756991012155133,0.11593622731570757,0.2709750374980136
2025-07-31,0.1339722867352382,0.4778657304353259,0.11919489480669712,0.26896708802273883
2025-08-31,0.13956712423891354,0.4717810829493449,0.1181699617475048,0.2704818310642368
2025-09-30,0.12585504013896245,0.4587596909354153,0.11041546152241524,0.304969807403207
2025-10-31,0.11787260696758858,0.46071052952175745,0.11189898039748421,0.3095178831131697
2025-11-30,0.12326584646546522,0.4569916993147815,0.11301716739218856,0.3067252868275646
2025-12-31,0.12460475075400622,0.4543416706468356,0.11224462784439876,0.3088089507547594
